ro,Rancho El Socorro,10,,24.516667,-103.916667
my,kampong slabi antukuh,Kampong Slabi Antukuh,11,,1.133333,110.55
my,kampong slabi mawang,Kampong Slabi Mawang,11,,1.133333,110.55
my,kampong slabi sangkam,Kampong Slabi Sangkam,11,,1.133333,110.55
my,kampong slabi sengkam,Kampong Slabi Sengkam,11,,1.133333,110.55
my,kampong slasal,Kampong Slasal,16,,6.3425,116.4384
my,kampong slim,Kampong Slim,07,,3.8,101.366667
my,kampong smilang,Kampong Smilang,11,,1.6,110.5
my,kampong sogoh,Kampong Sogoh,11,,1.4,110.2
my,kampong sogo,Kampong Sogo,11,,1.4,110.2
my,kampong sogovon,Kampong Sogovon,16,,5.683333,115.966667
my,kampong soh,Kampong Soh,11,,1.333333,110.483333
my,kampong soi,Kampong Soi,06,,3.7311,103.2938
my,kampong soked,Kampong Soked,16,,6.083333,116.4
my,kampong sok,Kampong Sok,02,,5.766667,101.733333
my,kampong sok,Kampong Sok,06,,3.5,101.916667
my,kampong sokor baharu,Kampong Sokor Baharu,03,,5.633333,102.1
my,kampong sokor,Kampong Sokor,03,,5.9,102.266667
my,kampong sokti,Kampong Sokti,06,,3.8549,102.4394
my,kampong solok ayer kelulut,Kampong Solok Ayer Kelulut,04,,2.3498,102.1
my,kampong solok ayer kuning,Kampong Solok Ayer Kuning,05,,2.5496,102.0365
my,kampong solok ayer limau,Kampong Solok Ayer Limau,04,,2.359,102.1148
my,kampong solok ayer limau nipis,Kampong Solok Ayer Limau Nipis,04,,2.4,102.1
my,kampong solok ayer murai,Kampong Solok Ayer Murai,05,,2.55,102.05
my,kampong solok bangkong,Kampong Solok Bangkong,05,,2.5463,102.128
my,kampong solok batu hampar,Kampong Solok Batu Hampar,05,,2.569,102.0929
my,kampong solok belimbing,Kampong Solok Belimbing,04,,2.3317,102.2616
my,kampong solok berangan,Kampong Solok Berangan,04,,2.3566,102.1423
my,kampong solok bukit putus,Kampong Solok Bukit Putus,04,,2.4835,102.3501
my,kampong solok chambang,Kampong Solok Chambang,04,,2.3715,102.1094
my,kampong solok durian daun,Kampong Solok Durian Daun,04,,2.372,102.141
my,kampong solok haji dollah,Kampong Solok Haji Dollah,04,,2.3137,102.2077
my,kampong solok haji limin,Kampong Solok Haji Limin,04,,2.3083,102.4466
my,kampong solok,Kampong Solok,01,,2.2586,102.5448
my,kampong solok,Kampong Solok,04,,2.3018,102.2102
my,kampong solok,Kampong Solok,05,,2.601,101.9695
my,kampong solok kemang,Kampong Solok Kemang,04,,2.3385,102.0892
my,kampong solok kuala sungga,Kampong Solok Kuala Sungga,04,,2.466667,102.35
my,kampong solok limau,Kampong Solok Limau,04,,2.359,102.1148
my,kampong solok mempatah,Kampong Solok Mempatah,05,,2.566667,102.066667
my,kampong solok paku,Kampong Solok Paku,05,,2.7377,102.1229
my,kampong solok tontong,Kampong Solok Tontong,05,,2.6378,102.092
my,kampong solok tuntong,Kampong Solok Tuntong,05,,2.6378,102.092
my,kampong solok uban,Kampong Solok Uban,04,,2.4166,102.1286
my,kampong sombakal,Kampong Sombakal,16,,6.249882,116.30298
my,kampong sompo,Kampong Sompo,05,,2.85,101.9469
my,kampong somson,Kampong Somson,16,,6.2521,116.3048
my,kampong songsang,Kampong Songsang,06,,3.4775,102.3987
my,kampong song song,Kampong Song Song,16,,6.3526,116.3771
my,kampong sorah,Kampong Sorah,11,,1.116667,110.55
my,kampong sor,Kampong Sor,11,,1.333333,110.483333
my,kampong sorosob,Kampong Sorosob,16,,6.485,116.7487
my,kampong spang loi,Kampong Spang Loi,01,,2.65,102.766667
my,kampong spaoh,Kampong Spaoh,11,,1.183333,110.916667
my,kampong spa'uh,Kampong Spa'uh,11,,1.216667,110.7
my,kampong spri,Kampong Spri,05,,2.983333,102.05
my,kampong sri dalam,Kampong Sri Dalam,01,,1.816667,103.133333
my,kampong sri gading,Kampong Sri Gading,01,,1.8688,103.0305
my,kampong sri jadi,Kampong Sri Jadi,01,,1.4595,104.0507
my,kampong sri lalang,Kampong Sri Lalang,01,,1.7244,103.9004
my,kampong sri machap,Kampong Sri Machap,01,,1.8745,103.2708
my,kampong sri makmor,Kampong Sri Makmor,01,,2.2541,102.5042
my,kampong sri medan,Kampong Sri Medan,12,,3.1,101.733333
my,kampong sri melenggang,Kampong Sri Melenggang,05,,2.5069,102.1218
my,kampong sri menanti,Kampong Sri Menanti,01,,1.9107,102.6942
my,kampong sri permatang gading,Kampong Sri Permatang Gading,06,,3.753,103.2043
my,kampong staang,Kampong Staang,11,,1.316667,110.333333
my,kampong stahng,Kampong Stahng,11,,1.316667,110.333333
my,kampong stakan kuap,Kampong Stakan Kuap,11,,1.466667,110.366667
my,kampong stam,Kampong Stam,03,,5.783577,101.969081
my,kampong stampin,Kampong Stampin,11,,1.5,110.366667
my,kampong stan,Kampong Stan,03,,6.066667,102.283333
my,kampong stap,Kampong Stap,03,,5.516667,101.883333
my,kampong star,Kampong Star,02,,5.816667,100.416667
my,kampong stass,Kampong Stass,11,,1.383333,109.983333
my,kampong stebut,Kampong Stebut,11,,1.233333,110.383333
my,kampong stelor,Kampong Stelor,06,,3.012369,103.369683
my,kampong stengah,Kampong Stengah,01,,1.5013,103.7997
my,kampong stepong,Kampong Stepong,11,,1.266667,110.883333
my,kampong stigang,Kampong Stigang,11,,1.45,110.366667
my,kampong stila,Kampong Stila,11,,1.333333,110.466667
my,kampong stingang,Kampong Stingang,11,,1.483333,110.05
my,kampong stinggang,Kampong Stinggang,11,,1.483333,110.05
my,kampong stirau,Kampong Stirau,11,,1.333333,111.333333
my,kampong stoh,Kampong Stoh,11,,1.7,110.1
my,kampong stor,Kampong Stor,07,,4.783333,100.866667
my,kampong stulang darat,Kampong Stulang Darat,01,,1.4756,103.7742
my,kampong stulang laut,Kampong Stulang Laut,01,,1.4706,103.778
my,kampong stunggang,Kampong Stunggang,11,,1.65,109.866667
my,kampong stunggang melayu,Kampong Stunggang Melayu,11,,1.65,109.85
my,kampong stungkor,Kampong Stungkor,11,,1.466667,109.95
my,kampong stutong,Kampong Stutong,11,,1.5,110.366667
my,kampong suai,Kampong Suai,11,,4.95,115.466667
my,kampong suak larah,Kampong Suak Larah,07,,4.783333,100.9
my,kampong suak padi,Kampong Suak Padi,07,,4.3238,100.9299
my,kampong suak parang,Kampong Suak Parang,07,,4.85,100.95
my,kampong suak pelong,Kampong Suak Pelong,07,,4.9,101
my,kampong suak plang,Kampong Suak Plang,07,,4.8688,101.0551
my,kampong sualai,Kampong Sualai,11,,4.873,115.3569
my,kampong sualog,Kampong Sualog,16,,5.883333,117.383333
my,kampong sua manggis,Kampong Sua Manggis,05,,2.466667,102.016667
my,kampong suang punggor,Kampong Suang Punggor,16,,6.3671,116.3722
my,kampong suasa,Kampong Suasa,16,,5.2829,115.5868
my,kampong suba bau,Kampong Suba Bau,11,,1.416667,110.133333
my,kampong suba buan,Kampong Suba Buan,11,,1.4,110.1
my,kampong subak,Kampong Subak,11,,4.083333,113.916667
my,kampong subang,Kampong Subang,11,,1.183333,110.4
my,kampong suboh,Kampong Suboh,06,,3.5727,102.8072
my,kampong sudat,Kampong Sudat,11,,1.483333,110.283333
my,kampong sudoh,Kampong Sudoh,11,,1.483333,110.166667
my,kampong sudot simpangan,Kampong Sudot Simpangan,16,,6.2176,116.2084
my,kampong sudut,Kampong Sudut,01,,2.7643,102.7292
my,kampong sueh,Kampong Sueh,11,,1.45,110.5
my,kampong sugud,Kampong Sugud,16,,5.8619,116.0952
my,kampong sugu sugu,Kampong Sugu Sugu,16,,5.3769,116.9536
my,kampong suhaman,Kampong Suhaman,16,,6.2731,116.3014
my,kampong suhu,Kampong Suhu,11,,1.066667,110.4
my,kampong suisukang,Kampong Suisukang,16,,5.4323,116.9878
my,kampong suka menanti,Kampong Suka Menanti,02,,6.163827,100.365844
my,kampong sukang,Kampong Sukang,16,,5.957,116.1272
my,kampong sukan,Kampong Sukan,16,,5.083333,115.55
my,kampong sukoli,Kampong Sukoli,16,,6.0994,116.1921
my,kampong sulad,Kampong Sulad,16,,5.8766,116.2499
my,kampong sulai,Kampong Sulai,11,,4.873,115.3569
my,kampong sulup,Kampong Sulup,02,,5.786573,100.386946
my,kampong sumatra,Kampong Sumatra,07,,5.216667,100.75
my,kampong sumbilangan,Kampong Sumbilangan,16,,6.3138,116.3621
my,kampong sumilad,Kampong Sumilad,16,,5.806,117.2042
my,kampong sumpak,Kampong Sumpak,11,,1.7,110.05
my,kampong sumpitan,Kampong Sumpitan,07,,5.166566,100.991239
my,kampong sum sum,Kampong Sum Sum,06,,3.333333,101.85
my,kampong sunag,Kampong Sunag,16,,5.8185,116.0546
my,kampong sungadan,Kampong Sungadan,16,,5.3432,115.6286
my,kampong sungai acheh,Kampong Sungai Acheh,09,,5.151725,100.424819
my,kampong sungai akar,Kampong Sungai Akar,07,,4.687303,100.986962
my,kampong sungai alai,Kampong Sungai Alai,01,,2.1724,102.6893
my,kampong sungai alor mengkuang,Kampong Sungai Alor Mengkuang,03,,6.15,102.116667
my,kampong sungai ambat,Kampong Sungai Ambat,01,,1.4788,104.0658
my,kampong sungai anak ikan,Kampong Sungai Anak Ikan,02,,5.683333,100.65
my,kampong sungai apong,Kampong Sungai Apong,12,,3.801,100.8229
my,kampong sungai ara,Kampong Sungai Ara,07,,5.066667,100.816667
my,kampong sungai ara,Kampong Sungai Ara,09,,5.32699,100.27348
my,kampong sungai arak,Kampong Sungai Arak,12,,2.8,101.45
my,kampong sungai atun,Kampong Sungai Atun,02,,6.448603,100.384728
my,kampong sungai aup,Kampong Sungai Aup,11,,1.366667,110.05
my,kampong sungai ayam,Kampong Sungai Ayam,01,,1.7872,102.9359
my,kampong sungai ayer belaga,Kampong Sungai Ayer Belaga,03,,5.766667,102.3
my,kampong sungai ayer hitam,Kampong Sungai Ayer Hitam,02,,5.233333,100.683333
my,kampong sungai ayer tawar,Kampong Sungai Ayer Tawar,04,,2.1379,102.4514
my,kampong sungai ayer tawar,Kampong Sungai Ayer Tawar,06,,3.4216,103.4246
my,kampong sungai ayer tawar,Kampong Sungai Ayer Tawar,12,,3.8418,100.9023
my,kampong sungai badak,Kampong Sungai Badak,02,,5.396548,100.557751
my,kampong sungai badau,Kampong Sungai Badau,04,,2.2992,102.2542
my,kampong sungai baharu,Kampong Sungai Baharu,07,,3.95,100.883333
my,kampong sungai baharu tengah,Kampong Sungai Baharu Tengah,02,,6.163992,100.333918
my,kampong sungai bakong,Kampong Sungai Bakong,02,,5.805523,100.373943
my,kampong sungai bakong,Kampong Sungai Bakong,07,,3.95,100.9575
my,kampong sungai balai baroh,Kampong Sungai Balai Baroh,07,,3.9823,100.7364
my,kampong sungai balai darat,Kampong Sungai Balai Darat,07,,3.9562,100.7326
my,kampong sungai balak,Kampong Sungai Balak,12,,3.016667,101.766667
my,kampong sungai baong,Kampong Sungai Baong,09,,5.215357,100.527371
my,kampong sungai bari,Kampong Sungai Bari,13,,5.4066,102.856
my,kampong sungai baru,Kampong Sungai Baru,02,,5.686986,100.401718
my,kampong sungai baru tengah,Kampong Sungai Baru Tengah,04,,2.35,102.1
my,kampong sungai batang,Kampong Sungai Batang,07,,3.8971,100.7906
my,kampong sungai batu,Kampong Sungai Batu,02,,5.317639,100.700433
my,kampong sungai batu,Kampong Sungai Batu,03,,5.9,102.183333
my,kampong sungai batu,Kampong Sungai Batu,05,,2.6,102.05
my,kampong sungai batu,Kampong Sungai Batu,06,,3.616667,102.833333
my,kampong sungai batu,Kampong Sungai Batu,09,,5.283149,100.242678
my,kampong sungai batu,Kampong Sungai Batu,11,,1.5,110.45
my,kampong sungai batu larangan,Kampong Sungai Batu Larangan,02,,5.65,100.433333
my,kampong sungai baulak,Kampong Sungai Baulak,16,,5.133333,115.633333
my,kampong sungai bauya,Kampong Sungai Bauya,16,,6.4854,116.7415
my,kampong sungai bayor,Kampong Sungai Bayor,11,,1.483333,110.433333
my,kampong sungai bedal,Kampong Sungai Bedal,03,,5.633333,102.166667
my,kampong sungai belian,Kampong Sungai Belian,11,,1.466667,110.366667
my,kampong sungai belukang,Kampong Sungai Belukang,07,,3.766667,100.9
my,kampong sungai bemban,Kampong Sungai Bemban,02,,5.616667,100.683333
my,kampong sungai berani,Kampong Sungai Berani,01,,2.2691,102.8077
my,kampong sungai berok,Kampong Sungai Berok,11,,1.083333,110.6
my,kampong sungai bertam,Kampong Sungai Bertam,12,,3.484672,101.657634
my,kampong sungai berteh,Kampong Sungai Berteh,05,,3.05,102.433333
my,kampong sungai besar,Kampong Sungai Besar,07,,3.985,100.876
my,kampong sungai betul,Kampong Sungai Betul,07,,3.9812,100.7183
my,kampong sungai binjai,Kampong Sungai Binjai,12,,3.05,101.45
my,kampong sungai bioh,Kampong Sungai Bioh,05,,2.862,101.8913
my,kampong sungai bogak,Kampong Sungai Bogak,07,,5.057842,100.506952
my,kampong sungai boh,Kampong Sungai Boh,01,,1.3503,103.5137
my,kampong sungai buah,Kampong Sungai Buah,12,,2.88,101.7641
my,kampong sungai buaya,Kampong Sungai Buaya,12,,2.85,101.466667
my,kampong sungai buaya,Kampong Sungai Buaya,13,,4.7787,103.419
my,kampong sungai bubus,Kampong Sungai Bubus,16,,5.1,115.6
my,kampong sungai buda,Kampong Sungai Buda,11,,1.65,110.466667
my,kampong sungai bugis,Kampong Sungai Bugis,07,,3.749,101.1159
my,kampong sungai bujar,Kampong Sungai Bujar,02,,5.886249,100.389529
my,kampong sungai buloh batu eight,Kampong Sungai Buloh Batu Eight,07,,3.925,100.952039
my,kampong sungai buloh batu seven,Kampong Sungai Buloh Batu Seven,07,,3.9392,100.9603
my,kampong sungai buloh,Kampong Sungai Buloh,02,,5.285612,100.692584
my,kampong sungai buloh,Kampong Sungai Buloh,04,,2.4254,102.1569
my,kampong sungai buloh,Kampong Sungai Buloh,06,,3.9205,101.8416
my,kampong sungai buloh,Kampong Sungai Buloh,07,,3.9385,100.9365
my,kampong sungai buloh,Kampong Sungai Buloh,09,,5.255204,100.516539
my,kampong sungai buloh,Kampong Sungai Buloh,12,,3.25,101.3
my,kampong sungai bumbun,Kampong Sungai Bumbun,12,,2.85,101.416667
my,kampong sungai bunga,Kampong Sungai Bunga,05,,2.8541,101.9563
my,kampong sungai buntu,Kampong Sungai Buntu,01,,1.3404,104.1998
my,kampong sungai bunyi,Kampong Sungai Bunyi,01,,1.4764,103.4195
my,kampong sungai burong batu sapuloh,Kampong Sungai Burong Batu Sapuloh,12,,3.4437,101.1576
my,kampong sungai burong,Kampong Sungai Burong,09,,5.34367,100.207324
my,kampong sungai burong,Kampong Sungai Burong,12,,3.4615,101.1378
my,kampong sungai che lias,Kampong Sungai Che Lias,12,,3.6866,100.9821
my,kampong sungai chendarawi,Kampong Sungai Chendarawi,06,,3.707928,101.830434
my,kampong sungai china,Kampong Sungai China,11,,1.7,110.083333
my,kampong sungai chinchin,Kampong Sungai Chinchin,12,,3.25,101.716667
my,kampong sungai dalan,Kampong Sungai Dalan,05,,2.8452,102.2883
my,kampong sungai damar,Kampong Sungai Damar,12,,3.5529,101.6629
my,kampong sungai dammit,Kampong Sungai Dammit,16,,5.516667,115.983333
my,kampong sungai darah,Kampong Sungai Darah,12,,3.383333,101.433333
my,kampong sungai darau,Kampong Sungai Darau,07,,3.783333,101.5
my,kampong sungai daun,Kampong Sungai Daun,05,,2.8885,102.0319
my,kampong sungai daun tengah,Kampong Sungai Daun Tengah,02,,5.923912,100.382779
my,kampong sungai dedap,Kampong Sungai Dedap,02,,5.926617,100.357545
my,kampong sungai derhaka,Kampong Sungai Derhaka,02,,5.705417,100.371214
my,kampong sungai derhaka,Kampong Sungai Derhaka,13,,5.2782,103.1329
my,kampong sungai diam,Kampong Sungai Diam,07,,4.083333,101.266667
my,kampong sungai dingin,Kampong Sungai Dingin,02,,5.333266,100.72341
my,kampong sungai dua besar,Kampong Sungai Dua Besar,05,,2.7467,102.2812
my,kampong sungai dua,Kampong Sungai Dua,02,,6.154586,100.27644
my,kampong sungai dua,Kampong Sungai Dua,03,,6,102.433333
my,kampong sungai dua,Kampong Sungai Dua,05,,2.566667,102.066667
my,kampong sungai dua kechil,Kampong Sungai Dua Kechil,05,,2.7552,102.2691
my,kampong sungai dua laut,Kampong Sungai Dua Laut,09,,5.345104,100.306472
my,kampong sungai dulang,Kampong Sungai Dulang,03,,5.883333,102.183333
my,kampong sungai dulang,Kampong Sungai Dulang,07,,3.9543,100.8674
my,kampong sungai dulang tengah,Kampong Sungai Dulang Tengah,02,,5.85,100.416667
my,kampong sungai durian,Kampong Sungai Durian,01,,1.3236,103.4657
my,kampong sungai durian,Kampong Sungai Durian,02,,5.932562,100.469523
my,kampong sungai durian,Kampong Sungai Durian,03,,5.85,102.3
my,kampong sungai durian,Kampong Sungai Durian,07,,4.0046,100.9655
my,kampong sungai duri,Kampong Sungai Duri,06,,3.491,102.9018
my,kampong sungai duri,Kampong Sungai Duri,09,,5.208383,100.5315
my,kampong sungai engkak,Kampong Sungai Engkak,12,,3.4995,101.6413
my,kampong sungai epek,Kampong Sungai Epek,07,,3.9214,100.9434
my,kampong sungai gading,Kampong Sungai Gading,12,,3.704736,101.56379
my,kampong sungai gahal,Kampong Sungai Gahal,12,,3.1279,101.8129
my,kampong sungai gaharu,Kampong Sungai Gaharu,06,,4.066667,101.933333
my,kampong sungai gajah,Kampong Sungai Gajah,02,,5.69037,100.639632
my,kampong sungai gali,Kampong Sungai Gali,03,,5.783333,102.433333
my,kampong sungai gapis,Kampong Sungai Gapis,12,,3.707623,101.565704
my,kampong sungai gatal,Kampong Sungai Gatal,01,,2.696164,102.744247
my,kampong sungai gatal,Kampong Sungai Gatal,12,,3.7143,100.9423
my,kampong sungai gedong,Kampong Sungai Gedong,07,,4.983333,100.6
my,kampong sungai gelam,Kampong Sungai Gelam,02,,5.663751,100.429615
my,kampong sungai gelugor,Kampong Sungai Gelugor,09,,5.369657,100.313531
my,kampong sungai gulang gulang,Kampong Sungai Gulang Gulang,12,,3.4077,101.2016
my,kampong sungai haji mohamad,Kampong Sungai Haji Mohamad,07,,3.905,100.7776
my,kampong sungai hala,Kampong Sungai Hala,03,,5.75,102.233333
my,kampong sungai hantu,Kampong Sungai Hantu,05,,2.8,101.433333
my,kampong sungai hantu,Kampong Sungai Hantu,07,,4.716667,100.7
my,kampong sungai hut,Kampong Sungai Hut,07,,4.5465,100.6627
my,kampong sungai ibor,Kampong Sungai Ibor,02,,5.816667,100.483333
my,kampong sungai ibor,Kampong Sungai Ibor,05,,2.583333,102.05
my,kampong sungai ikan,Kampong Sungai Ikan,13,,5.3427,103.0029
my,kampong sungai ikor,Kampong Sungai Ikor,01,,2.2209,102.6712
my,kampong sungai itek,Kampong Sungai Itek,07,,4.4612,101.1894
my,kampong sungai jagong,Kampong Sungai Jagong,02,,5.93159,100.531858
my,kampong sungai jai,Kampong Sungai Jai,05,,2.8695,101.8884
my,kampong sungai jambu,Kampong Sungai Jambu,07,,5.189633,100.682662
my,kampong sungai janggut,Kampong Sungai Janggut,12,,3.166667,101.316667
my,kampong sungai jaong,Kampong Sungai Jaong,11,,1.716667,110.316667
my,kampong sungai jarom,Kampong Sungai Jarom,12,,2.9035,101.5092
my,kampong sungai jati,Kampong Sungai Jati,12,,3.016667,101.45
my,kampong sungai jejawi,Kampong Sungai Jejawi,07,,3.9918,101.0058
my,kampong sungai jenjarom,Kampong Sungai Jenjarom,12,,2.8946,101.5344
my,kampong sungai jerneh,Kampong Sungai Jerneh,04,,2.4369,102.0924
my,kampong sungai jerneh,Kampong Sungai Jerneh,05,,2.5538,102.3552
my,kampong sungai jin,Kampong Sungai Jin,06,,3.9647,103.0301
my,kampong sungai jong,Kampong Sungai Jong,11,,1.366667,110.75
my,kampong sungai judah,Kampong Sungai Judah,12,,2.85,101.35
my,kampong sungai kachu,Kampong Sungai Kachu,06,,4.0576,101.935
my,kampong sungai kajang,Kampong Sungai Kajang,12,,3.4161,101.173
my,kampong sungai,Kampong Sungai,03,,6.083333,102.383333
my,kampong sungai,Kampong Sungai,13,,5.8,102.55
my,kampong sungai,Kampong Sungai,16,,6.4947,116.6669
my,kampong sungai kandis,Kampong Sungai Kandis,12,,3.033333,101.483333
my,kampong sungai kantan,Kampong Sungai Kantan,12,,3.0001,101.7939
my,kampong sungai kapal,Kampong Sungai Kapal,01,,1.3528,104.1797
my,kampong sungai karang,Kampong Sungai Karang,01,,1.3753,103.4773
my,kampong sungai karas,Kampong Sungai Karas,01,,2.357,103.039
my,kampong sungai kechil ulu,Kampong Sungai Kechil Ulu,02,,5.109621,100.5438
my,kampong sungai kedak,Kampong Sungai Kedak,09,,5.569851,100.373706
my,kampong sungai keduak,Kampong Sungai Keduak,02,,5.782294,100.623747
my,kampong sungai keladi,Kampong Sungai Keladi,01,,2.1405,102.5907
my,kampong sungai keladi,Kampong Sungai Keladi,03,,6.15,102.25
my,kampong sungai kelambu,Kampong Sungai Kelambu,12,,2.794,101.5462
my,kampong sungai kelat,Kampong Sungai Kelat,06,,3.9441,101.8948
my,kampong sungai keli besar,Kampong Sungai Keli Besar,07,,3.7918,100.976
my,kampong sungai keli kechil,Kampong Sungai Keli Kechil,07,,3.7859,100.9726
my,kampong sungai kelong,Kampong Sungai Kelong,03,,5.85,102.35
my,kampong sungai keluang,Kampong Sungai Keluang,02,,5.674006,100.423478
my,kampong sungai keluang,Kampong Sungai Keluang,09,,5.310192,100.293632
my,kampong sungai kembong hilir,Kampong Sungai Kembong Hilir,12,,2.8895,101.8077
my,kampong sungai kembong,Kampong Sungai Kembong,12,,2.916667,101.316667
my,kampong sungai kembong ulu,Kampong Sungai Kembong Ulu,12,,2.8908,101.828
my,kampong sungai kental,Kampong Sungai Kental,12,,3.468451,101.672441
my,kampong sungai kepong,Kampong Sungai Kepong,05,,2.5501,102.3588
my,kampong sungai kerang,Kampong Sungai Kerang,07,,4.5965,100.6815
my,kampong sungai kerawai,Kampong Sungai Kerawai,07,,4.0245,101.0652
my,kampong sungai kering,Kampong Sungai Kering,02,,5.883061,100.359903
my,kampong sungai kertah,Kampong Sungai Kertah,04,,2.329,102.067
my,kampong sungai ketapan,Kampong Sungai Ketapan,02,,5.783333,100.483333
