gtingchi,Chingtingchi,01,,33.618611,116.431667
cn,hebeipu,Hebeipu,19,,40.156683,122.491628
cn,hebeitai,Hebeitai,01,,32.544444,117.394444
cn,hebeitang,Hebeitang,16,,25.523333,109.993056
cn,hebeitou,Hebeitou,30,,24.340608,114.183615
cn,hebeitun,Hebeitun,19,,39.885659,122.171722
cn,hebeitun,Hebeitun,28,,39.574722,117.113333
cn,hebeiyan,Hebeiyan,19,,39.864666,122.599815
cn,hebeiyanzi,Hebeiyanzi,01,,33.141667,118.136111
cn,hebeizhuang,Hebeizhuang,04,,32.333333,120.266667
cn,hebeizhuang,Hebeizhuang,10,,38.987778,115.429722
cn,hebeizhuang,Hebeizhuang,22,,40.429167,116.784722
cn,hebeizi,Hebeizi,30,,22.650584,113.900141
cn,hebenshui,Hebenshui,30,,23.58811,115.831833
cn,hebiangeng,Hebiangeng,02,,30.027857,120.677848
cn,hebian,Hebian,01,,31.133333,117.558333
cn,hebian,Hebian,02,,27.704722,120.517778
cn,hebian,Hebian,03,,26.876195,115.094781
cn,hebian,Hebian,11,,25.371111,111.628611
cn,hebian,Hebian,12,,31.184513,112.817337
cn,hebian,Hebian,15,,34.345284,104.958965
cn,hebian,Hebian,16,,25.651111,109.845278
cn,hebian,Hebian,18,,26.8,103.916667
cn,hebian,Hebian,24,,38.589722,113.100278
cn,hebian,Hebian,30,,21.755957,110.817525
cn,hebian,Hebian,31,,18.984028,108.677596
cn,hebian,Hebian,32,,27.411406,101.332902
cn,hebian,Hebian,33,,29.655,106.196667
cn,hebianshang,Hebianshang,12,,31.403243,113.722584
cn,hebiantian,Hebiantian,11,,26.79,111.103056
cn,hebiantun,Hebiantun,05,,43.014229,129.58118
cn,hebianyang,Hebianyang,12,,31.165352,113.708462
cn,hebianzheng,Hebianzheng,12,,31.033884,113.875323
cn,hebi,Hebi,09,244662,35.899167,114.1925
cn,hebiji,Hebiji,09,,35.902222,114.1825
cn,hebing,Hebing,15,,35.053081,105.091583
cn,hebin,Hebin,02,,27.941843,120.771339
cn,hebo,Hebo,29,,24.711771,102.685083
cn,hebo,Hebo,32,,34.066976,103.001921
cn,heboluo,Heboluo,32,,28.338605,102.455332
cn,hebosuo,Hebosuo,02,,29.553333,121.558333
cn,hebu dianbian,Hebu Dianbian,02,,30.068259,119.745101
cn,hebu,Hebu,03,,27.788246,116.398266
cn,hebu,Hebu,07,,23.963889,117.43
cn,hebuling,Hebuling,02,,30.485052,119.885564
cn,hebuling,Hebuling,30,,24.011667,115.339444
cn,hebutang,Hebutang,11,,26.451389,112.056944
cn,hebutu,Hebutu,19,,42.307946,122.341061
cn,hebu xiang,Hebu Xiang,03,,27.788246,116.398266
cn,hecaikou,Hecaikou,30,,23.723413,112.481749
cn,hecangbei,Hecangbei,07,,25.524416,116.485986
cn,hecangbei,Hecangbei,30,,21.63758,110.527607
cn,hecang,Hecang,30,,22.228333,111.092719
cn,hecangkeng,Hecangkeng,07,,24.713611,117.206111
cn,hecangkeng,Hecangkeng,30,,22.905565,114.512512
cn,hecangkou,Hecangkou,30,,23.879125,112.359018
cn,hecangli,Hecangli,11,,27.295556,112.104167
cn,hecangpai,Hecangpai,30,,24.66411,113.124733
cn,hecangping,Hecangping,30,,23.573197,111.560735
cn,hecangqian,Hecangqian,03,,26.579222,115.438933
cn,hecangshi,Hecangshi,30,,22.335424,111.503057
cn,hecangtou,Hecangtou,30,,24.303333,112.85
cn,hecangxia,Hecangxia,30,,24.516183,116.452119
cn,hecangxu,Hecangxu,30,,23.808429,112.445767
cn,hecangyuan,Hecangyuan,30,,22.016667,111.668056
cn,hecao,Hecao,03,,28.514095,114.50627
cn,hecao,Hecao,04,,33.433333,119.066667
cn,hecaozhuang,Hecaozhuang,04,,32.515702,120.277327
cn,hechacun,Hechacun,30,,22.730937,114.444983
cn,hechafu,Hechafu,09,,33.92747,113.420212
cn,hecha,Hecha,15,,35.40468,105.890505
cn,hecha,Hecha,30,,22.817018,111.458425
cn,hechakeng,Hechakeng,30,,23.466674,112.056549
cn,hechakou,Hechakou,30,,23.682364,113.224318
cn,hechangdui,Hechangdui,11,,25.3875,112.003056
cn,hechanggang,Hechanggang,11,,29.26726,110.99124
cn,hechanggang,Hechanggang,30,,22.798362,114.165264
cn,hechang,Hechang,03,,25.743889,114.738889
cn,hechang,Hechang,11,,25.77,112.291944
cn,hechang,Hechang,12,,30.266667,113.566667
cn,hechang,Hechang,32,,29.962673,103.506624
cn,hechangkeng,Hechangkeng,07,,26.051482,117.376509
cn,hechangtou,Hechangtou,30,,24.538333,115.208889
cn,hechaokeng,Hechaokeng,30,,22.406074,112.319276
cn,hechaomen,Hechaomen,32,,30.341016,105.188827
cn,hechawan,Hechawan,15,,36.108363,107.26069
cn,hechengchang,Hechengchang,08,,45.347691,127.446865
cn,hechengcun,Hechengcun,26,,34.97818,109.841385
cn,hechenghao,Hechenghao,19,,42.232578,120.831907
cn,hecheng,Hecheng,01,,29.657384,117.718649
cn,hecheng,Hecheng,02,,28.143333,120.283056
cn,hecheng,Hecheng,03,,27.709112,117.065029
cn,hecheng,Hecheng,04,,31.334855,118.927629
cn,hecheng,Hecheng,07,,27.007058,118.438123
cn,hecheng,Hecheng,30,,20.893911,109.741333
cn,hechengjie,Hechengjie,10,,38.183333,116.2
cn,hecheng xiang,Hecheng Xiang,01,,29.657384,117.718649
cn,hechengxu,Hechengxu,04,,32.086049,120.656755
cn,hechengxu,Hechengxu,30,,22.707986,112.488555
cn,hechen,Hechen,02,,28.617901,118.623772
cn,hechen,Hechen,03,,24.785016,114.786813
cn,hechen,Hechen,04,,33.005762,120.236776
cn,hechen zhen,Hechen Zhen,04,,33.005762,120.236776
cn,hechi,Hechi,11,,26.340556,111.328333
cn,hechi,Hechi,16,,24.7,107.866667
cn,hechi,Hechi,26,,34.277928,107.794628
cn,hechiyan,Hechiyan,12,,31.37465,113.233642
cn,hechizhai,Hechizhai,26,,34.179146,108.827912
cn,hechong,Hechong,03,,29.080614,117.463232
cn,hechuan,Hechuan,02,,29.012827,120.028092
cn,hechuan,Hechuan,03,,26.916667,114.3
cn,hechuan,Hechuan,21,,35.983333,106.433333
cn,hechuan,Hechuan,24,,36.269444,112.229444
cn,hechuan,Hechuan,33,,29.994722,106.257222
cn,hechuba,Hechuba,30,,24.377778,113.153056
cn,hechun,Hechun,07,,25.218056,117.777778
cn,hechun,Hechun,30,,21.700103,110.297887
cn,hechunpai,Hechunpai,30,,24.031324,115.874237
cn,heci,Heci,07,,25.534661,117.105491
cn,hecongguijia,Hecongguijia,03,,28.139499,116.847727
cn,hecun,Hecun,01,,31.430685,118.489297
cn,hecun,Hecun,02,,28.042124,119.087034
cn,hecun,Hecun,03,,29.410834,117.942778
cn,hecun,Hecun,04,,31.425,120.540556
cn,hecun,Hecun,07,,24.227056,116.92684
cn,hecun,Hecun,09,,33.880077,112.49787
cn,hecun,Hecun,10,83009,36.533333,114.111111
cn,hecun,Hecun,11,,25.716667,111.424167
cn,hecun,Hecun,16,,25.564444,109.599722
cn,hecun,Hecun,18,,28.283611,106.641944
cn,hecun,Hecun,24,,35.661101,111.607672
cn,hecun,Hecun,26,,34.260368,108.230637
cn,hecun,Hecun,30,,21.65032,111.598161
cn,hecunpu,Hecunpu,01,,30.577778,117.425
cn,hecunqiao,Hecunqiao,01,,30.342364,119.19161
cn,hecunwu,Hecunwu,02,,30.03587,119.56502
cn,hecunxu,Hecunxu,30,,22.484933,112.836247
cn,hecun zhen,Hecun Zhen,02,,28.670271,118.528699
cn,hecuo,Hecuo,07,,27.078333,119.316389
cn,hecuokeng,Hecuokeng,07,,26.940278,117.634722
cn,hecuowei,Hecuowei,30,,23.144103,116.226282
cn,hedagou,Hedagou,26,,34.040844,109.427312
cn,heda,Heda,31,,19.445481,109.510645
cn,hedai,Hedai,04,,32.320481,120.518667
cn,hedalin,Hedalin,32,,30.234534,103.657742
cn,hedamao,Hedamao,26,,36.838538,107.551563
cn,hedang,Hedang,04,,34.150234,119.430614
cn,hedaodong,Hedaodong,30,,22.387851,110.841538
cn,hedao,Hedao,15,,35.407222,107.2875
cn,hedao,Hedao,26,,34.325089,108.268918
cn,hedaokeng,Hedaokeng,30,,21.798703,111.193446
cn,hedao xiang,Hedao Xiang,15,,36.297179,107.187783
cn,hedaoyao,Hedaoyao,26,,34.325454,108.282148
cn,hedatang,Hedatang,30,,23.531037,113.794231
cn,hedayang,Hedayang,30,,23.848452,115.015306
cn,hedayuan,Hedayuan,15,,36.460726,107.353009
cn,hedefeng,Hedefeng,30,,22.651102,113.545903
cn,hede,Hede,04,89107,33.768056,120.251667
cn,hede,Hede,12,,31.216861,113.636094
cn,hedeng,Hedeng,29,,24.976588,103.052192
cn,hedian,Hedian,01,,31.291667,117.825
cn,hedian,Hedian,02,,29.19311,119.96835
cn,hedian,Hedian,09,,33.208458,113.911506
cn,hedian,Hedian,12,,31.593559,113.321425
cn,hedian,Hedian,19,,40.761111,124.649444
cn,hedian,Hedian,29,,25.566667,100.75
cn,hedian jiangjiatang,Hedian Jiangjiatang,23,,31.008741,121.49814
cn,hedianpai,Hedianpai,11,,26.731389,111.913333
cn,hedian zhen,Hedian Zhen,12,,31.593559,113.321425
cn,hedicun,Hedicun,04,,31.484167,120.750833
cn,hedi,Hedi,02,,27.577332,119.279503
cn,hedi,Hedi,05,,41.523922,127.469179
cn,hedi,Hedi,09,,34.578889,111.751667
cn,hedi,Hedi,10,,36.681667,114.025
cn,hedi,Hedi,15,,34.672134,104.44576
cn,hedi,Hedi,24,,35.0475,111.798611
cn,hedi,Hedi,26,,34.242948,107.798149
cn,hedi,Hedi,29,,24.874992,102.324395
cn,hedi,Hedi,30,,21.452774,110.035838
cn,hedi,Hedi,32,,31.895802,106.269064
cn,hedijiang,Hedijiang,11,,27.9375,110.7075
cn,hediling,Hediling,09,,34.3,115.116667
cn,hedinggang,Hedinggang,30,,22.849976,114.656934
cn,heding,Heding,07,,25.493424,116.613735
cn,hedingtou,Hedingtou,30,,23.071175,114.991441
cn,hediqiao,Hediqiao,23,,30.954042,121.34196
cn,hediren,Hediren,30,,22.889102,111.629609
cn,hedishang,Hedishang,12,,30.787487,115.067733
cn,hediwan,Hediwan,11,,29.567027,110.433971
cn,hedixia,Hedixia,32,,32.375236,106.101519
cn,hedi zhen,Hedi Zhen,24,,35.333714,111.356916
cn,hedongaijiabaozi,Hedongaijiabaozi,19,,40.177222,124.027778
cn,hedongbao,Hedongbao,19,,40.84628,123.328128
cn,hedong bazu,Hedong Bazu,04,,32.183983,120.91564
cn,hedongcun,Hedongcun,03,,28.838412,116.874937
cn,hedongcun,Hedongcun,05,,42.564032,128.998051
cn,hedongcun,Hedongcun,30,,21.650464,111.465398
cn,hedongdian,Hedongdian,26,,33.2,106.966667
cn,hedongdianzhen,Hedongdianzhen,26,,33.202372,106.960043
cn,hedongdian zhen,Hedongdian Zhen,26,,33.2,106.966667
cn,hedongfan,Hedongfan,01,,30.388516,119.044394
cn,hedonggouli,Hedonggouli,19,,40.691342,120.098072
cn,hedong,Hedong,01,,31.206548,118.503398
cn,hedong,Hedong,03,,27.293883,116.810143
cn,hedong,Hedong,04,,31.904066,121.466466
cn,hedong,Hedong,05,,40.888017,125.852848
cn,hedong,Hedong,06,,35.869175,102.086521
cn,hedong,Hedong,07,,26.835371,116.847897
cn,hedong,Hedong,08,,44.034935,130.849434
cn,hedong,Hedong,09,,32.558611,113.491667
cn,hedong,Hedong,10,,41.466667,118.116667
cn,hedong,Hedong,13,,42.826944,88.605833
cn,hedong,Hedong,14,,29.502,90.202
cn,hedong,Hedong,15,,34.97765,107.449093
cn,hedong,Hedong,16,,24.816389,109.243056
cn,hedong,Hedong,19,,40.445543,122.830088
cn,hedong,Hedong,21,,36.076249,106.131755
cn,hedong,Hedong,24,,35.384167,111.978056
cn,hedong,Hedong,25,,36.137222,120.408611
cn,hedong,Hedong,26,,34.173482,107.786759
cn,hedong,Hedong,30,,21.660833,111.221667
cn,hedong,Hedong,32,,28.664677,102.535501
cn,hedongkeng,Hedongkeng,30,,24.010349,115.70346
cn,hedongpu,Hedongpu,30,,21.659084,111.217877
cn,hedongqiongdang,Hedongqiongdang,32,,32.662344,101.585002
cn,hedong xiang,Hedong Xiang,03,,29.338259,115.766268
cn,hedongxu,Hedongxu,03,,25.332222,114.099167
cn,hedongyan,Hedongyan,19,,40.591934,123.640156
cn,hedong zhen,Hedong Zhen,08,,45.256683,128.030965
cn,hedongzhen,Hedongzhen,10,,39.871667,115.303889
cn,hedong zhen,Hedong Zhen,30,,24.761173,112.0812
cn,hedubang,Hedubang,23,,31.171038,121.099605
cn,heducun,Heducun,30,,24.850831,114.163968
cn,hedu,Hedu,18,,28.286111,107.639444
cn,hedu,Hedu,30,,23.244273,116.748037
cn,hedui,Hedui,04,,34.485582,119.075234
cn,heduimen,Heduimen,32,,28.51742,104.611214
cn,hedukou,Hedukou,09,,33.704527,113.431189
cn,heduncun,Heduncun,07,,26.953863,117.802012
cn,hedun,Hedun,01,,29.902398,116.370535
cn,hedun,Hedun,02,,30.828333,121.015556
cn,hedun,Hedun,03,,25.344664,115.750835
cn,hedun,Hedun,04,,34.041667,119.025
cn,hedun,Hedun,07,,26.724326,117.869053
cn,heduo fenchang sishiyilian,Heduo Fenchang Sishiyilian,04,,31.503288,120.313825
cn,heduo,Heduo,04,,32.42553,120.023293
cn,heduping,Heduping,30,,24.85577,114.191435
cn,heerhai,Heerhai,19,,42.204577,123.402943
cn,heerhuogacun,Heerhuogacun,32,,28.09349,103.061482
cn,heerkou,Heerkou,30,,23.517193,111.789831
cn,heerzhuang,Heerzhuang,04,,34.533333,118.633333
cn,heer zuili,Heer Zuili,12,,30.206079,114.511127
cn,hefa,Hefa,08,,46.095329,127.308004
cn,hefangcun,Hefangcun,03,,28.204905,116.641107
cn,hefang,Hefang,03,,27.960025,116.168936
cn,hefang,Hefang,07,,26.068334,117.023355
cn,hefang,Hefang,25,,37.529167,117.594167
cn,hefangkou,Hefangkou,22,,40.431667,116.671667
cn,hefanglijia,Hefanglijia,03,,28.294574,116.280031
cn,hefan,Hefan,03,,29.681558,115.627515
cn,hefatang,Hefatang,16,,22.583333,110.398889
cn,hefatun,Hefatun,08,,45.90875,127.729438
cn,hefei,Hefei,01,1388904,31.863889,117.280833
cn,hefengan,Hefengan,07,,25.637778,118.408611
cn,hefengchang,Hefengchang,32,,28.651976,105.22417
cn,hefengcun,Hefengcun,03,,28.170895,116.194287
cn,hefengdang,Hefengdang,30,,24.237899,115.54884
cn,hefengdong,Hefengdong,30,,24.243611,113.853056
cn,hefengdou,Hefengdou,30,,23.803739,115.147979
cn,hefeng erzu,Hefeng Erzu,04,,32.084935,120.321991
cn,hefeng,Hefeng,02,,28.677707,119.639834
cn,hefeng,Hefeng,03,,25.800853,115.488627
cn,hefeng,Hefeng,04,,31.401171,119.019389
cn,hefeng,Hefeng,07,,25.045556,117.349444
cn,hefeng,Hefeng,11,,28.70283,114.096038
cn,hefeng,Hefeng,12,,29.893333,110.026111
cn,hefeng,Hefeng,15,,36.115523,107.428054
cn,hefeng,Hefeng,30,,25.2575,113.070556
cn,hefeng,Hefeng,31,,19.627981,109.140854
cn,hefeng,Hefeng,32,,30.419119,104.711922
cn,hefengli,Hefengli,30,,22.179511,113.178109
cn,hefengping,Hefengping,07,,25.759167,117.821944
cn,hefengqiao,Hefengqiao,09,,31.888056,115.4025
cn,hefengtang,Hefengtang,30,,22.70505,111.687991
cn,hefeng xian,Hefeng Xian,12,,29.893333,110.026111
cn,hefengxu,Hefengxu,03,,25.800853,115.488627
cn,hefengxu,Hefengxu,04,,31.900234,120.711966
cn,hefeng zhen,Hefeng Zhen,03,,25.800853,115.488627
cn,hefeng zhen,Hefeng Zhen,04,,31.401171,119.019389
cn,hefengzhen,Hefengzhen,04,,31.867786,121.744987
cn,hefubao,Hefubao,11,,26.894167,111.301389
cn,hefucun nongchang,Hefucun Nongchang,31,,19.667744,110.0533
cn,hefudian,Hefudian,12,,31.061364,113.563421
cn,hefu,Hefu,02,,29.916389,118.861944
cn,hefu,Hefu,03,,26.349371,115.388717
cn,hefu,Hefu,07,,25.48772,116.474874
cn,hefu,Hefu,11,,29.038427,111.59723
cn,hefu,Hefu,30,,25.002222,113.593611
cn,hefu,Hefu,31,,19.673626,110.052342
cn,hefukeng,Hefukeng,07,,24.757778,117.079722
cn,hefu zhen,Hefu Zhen,02,,30.780162,120.158068
cn,hefu zhen,Hefu Zhen,11,,29.038427,111.59723
cn,hegahaqu,Hegahaqu,32,,28.976199,103.073115
cn,hegangcun,Hegangcun,03,,28.50966,116.785986
cn,hegang,Hegang,01,,33.4,118.013889
cn,hegang,Hegang,03,,28.081944,114.721416
cn,hegang,Hegang,04,,32.198185,120.565092
cn,hegang,Hegang,08,743307,47.4,130.366667
cn,hegang,Hegang,09,,32.606513,113.225494
cn,hegang,Hegang,16,,26.090833,111.233333
cn,hegang,Hegang,19,,42.563739,124.491127
cn,hegang,Hegang,30,,21.90732,112.012367
cn,heganjian,Heganjian,03,,29.384702,114.931899
cn,hegaokeng,Hegaokeng,03,,25.577785,115.984863
cn,hegaokeng,Hegaokeng,30,,22.468036,110.938213
cn,hegaotang,Hegaotang,30,,24.4542,115.940218
cn,hegaowan,Hegaowan,30,,21.660241,110.219125
cn,hege,Hege,30,,24.350662,114.550013
cn,hege,Hege,31,,19.421276,110.062298
cn,hegengchang,Hegengchang,33,,29.137222,105.870833
cn,hegeng,Hegeng,30,,24.751389,112.797222
cn,hegeng,Hegeng,33,,29.137222,105.870833
cn,hegong,Hegong,11,,27.086389,111.833611
cn,hegongmiao,Hegongmiao,11,,26.619167,111.806667
cn,hegongqiao,Hegongqiao,11,,27.579444,111.856944
cn,hegou,Hegou,01,,33.091667,116.391667
cn,hegou,Hegou,04,,33.948392,119.822781
cn,hegou,Hegou,15,,33.687091,105.53242
cn,hegou,Hegou,25,,37.031944,117.585833
cn,hegou,Hegou,26,,33.996721,110.008714
cn,hegou,Hegou,29,,24.76027,103.13557
cn,hegou,Hegou,32,,29.283874,105.349114
cn,hegouwan,Hegouwan,15,,33.819134,104.954339
cn,hegouzi,Hegouzi,32,,29.142374,104.744552
cn,heguancun,Heguancun,02,,30.452722,122.30795
cn,heguang,Heguang,08,,43.732627,130.777848
cn,heguang,Heguang,30,,23.788889,115.848333
cn,heguangtun,Heguangtun,08,,43.732627,130.777848
cn,heguan,Heguan,02,,30.452722,122.30795
cn,heguantun,Heguantun,18,,27.378611,105.254167
cn,hegui,Hegui,16,,22.777778,109.243333
cn,heguluo,Heguluo,32,,28.335809,103.135882
cn,hegumiao,Hegumiao,10,,36.977222,115.104722
cn,heguxu,Heguxu,30,,22.595701,112.802348
cn,hehe,Hehe,02,,28.787614,121.626062
cn,hehe,Hehe,03,,26.015,114.1825
cn,hehe,Hehe,04,,31.738357,121.803406
cn,hehe,Hehe,09,,35.330556,113.753611
cn,hehe,Hehe,12,,32.257778,113.306667
cn,hehe,Hehe,16,,22.738333,110.933333
cn,hehe,Hehe,24,,36.933333,110.516667
cn,hehe,Hehe,26,,33.333333,109.7225
cn,hehe,Hehe,30,,21.037515,110.332098
cn,hehekou,Hehekou,03,,27.979447,114.492077
cn,hehekou,Hehekou,10,,38.614444,113.783611
cn,heheng,Heheng,04,,32.6,120.133333
cn,hehetang,Hehetang,30,,24.003138,112.203301
cn,hehe xiang,Hehe Xiang,03,,29.230677,116.294898
cn,hehe zhen,Hehe Zhen,04,,31.738357,121.803406
cn,hehezhen,Hehezhen,04,,31.929616,121.538002
cn,hehoutun,Hehoutun,19,,42.740035,124.643359
cn,hehuaba,Hehuaba,01,,31.13901,118.636634
cn,hehuabang,Hehuabang,04,,31.47279,120.837082
cn,hehuadang,Hehuadang,04,,31.169951,120.959693
cn,hehuadun,Hehuadun,01,,31.184049,118.276567
cn,hehuadun,Hehuadun,02,,28.491281,118.458322
cn,hehuagang,Hehuagang,01,,30.840172,119.419754
cn,hehua,Hehua,01,,31.348203,118.648719
cn,hehua,Hehua,02,,29.990278,122.222778
cn,hehua,Hehua,03,,26.692222,114.021111
cn,hehua,Hehua,11,,27.036111,110.904444
cn,hehua,Hehua,12,,30.496389,112.571586
cn,hehua,Hehua,18,,26.586667,107.815278
cn,hehua,Hehua,30,,22.242956,110.702024
cn,hehualing,Hehualing,01,,31.083333,118.291667
cn,hehualou,Hehualou,04,,31.659953,120.834513
cn,hehuaping,Hehuaping,12,,30.959558,111.543568
cn,hehuaqiao,Hehuaqiao,11,,28.483525,114.016754
cn,hehuashan,Hehuashan,19,,39.818889,122.554722
cn,hehuatang,Hehuatang,01,,30.511948,119.309253
cn,hehuatang,Hehuatang,02,,29.470158,120.874807
cn,hehuatang,Hehuatang,03,,26.990833,114.200278
cn,hehuatang,Hehuatang,30,,24.849411,114.090525
cn,hehuayan,Hehuayan,11,,29.119044,111.730237
cn,hehuayuan,Hehuayuan,12,,30.688573,112.681028
cn,hehuayuedi,Hehuayuedi,12,,30.564526,112.673302
cn,hehuazhuang,Hehuazhuang,01,,31.52826,118.475516
cn,hehuazui,Hehuazui,11,,29.328056,112.344722
cn,hehucun,Hehucun,30,,23.574476,113.954713
cn,hehu,Hehu,02,,27.781375,119.283703
cn,hehu,Hehu,03,,27.67677,114.490658
cn,hehui,Hehui,24,,38.311667,111.590833
cn,hehu lijiawan,Hehu Lijiawan,12,,30.422239,114.110634
cn,hehulingzhen,Hehulingzhen,03,,28.53589,116.592516
cn,hehulingzonghekenzhichang,Hehulingzonghekenzhichang,03,,28.533611,116.593333
cn,hehu xiang,Hehu Xiang,03,,27.928719,115.723644
cn,hehuyang,Hehuyang,30,,23.026272,114.324129
cn,heiangou,Heiangou,09,,34.828611,111.951389
cn,heiaogou,Heiaogou,01,,30.35,116.466667
cn,heiao,Heiao,32,,27.982012,106.152556
cn,heiaojiao,Heiaojiao,11,,25.145833,111.2425
cn,heibaigou xiaozhuang,Heibaigou Xiaozhuang,15,,34.259477,104.843514
cn,heibailin,Heibailin,32,,31.459379,104.922712
cn,heibainiu,Heibainiu,29,,24.079877,102.930771
cn,heibaogou,Heibaogou,21,,36.41166,106.013708
cn,heibaoshan linchang,Heibaoshan Linchang,32,,31.926718,107.795551
cn,heibaozi,Heibaozi,32,,29.254023,102.853482
cn,heibaxia,Heibaxia,32,,28.866321,102.313601
cn,heibeigouli,Heibeigouli,19,,41.121843,123.812704
cn,heibei,Heibei,19,,41.695473,124.087289
cn,heibingqiang,Heibingqiang,11,,29.790765,111.546497
cn,heibucun,Heibucun,04,,31.837226,120.204501
cn,heibu,Heibu,04,,34.380556,118.602778
cn,heicaogou,Heicaogou,32,,31.029131,107.631097
cn,heicha,Heicha,24,,37.654722,112.211667
cn,heichang,Heichang,18,,27.122222,104.723889
cn,heichaogou,Heichaogou,19,,40.472236,120.040297
cn,heichengcha,Heichengcha,15,,36.912181,107.272934
cn,heichengchen,Heichengchen,21,,36.370193,106.086226
cn,heicheng,Heicheng,10,,37.514167,114.479444
cn,heicheng,Heicheng,20,,40.248611,111.461389
cn,heicheng,Heicheng,21,,36.370193,106.086226
cn,heichengtzu,Heichengtzu,15,,36.381389,104.766944
cn,heichengtzu,Heichengtzu,19,,42.166667,120.983333
cn,heicheng zhen,Heicheng Zhen,21,,36.370193,106.086226
cn,heichengzi,Heichengzi,15,,36.381389,104.766944
cn,heichengzi,Heichengzi,19,,42.166667,120.983333
cn,heichengzi muchang,Heichengzi Muchang,20,,41.992778,115.880278
cn,heichiakou,Heichiakou,24,,36.216667,112.6
cn,heichiao,Heichiao,04,,32.316667,119.633333
cn,heichiaotang,Heichiaotang,20,,41.396944,109.970278
cn,heichiapu,Heichiapu,26,,36.666667,109.883333
cn,heichihchen,Heichihchen,26,,35.072778,110.211389
cn,heichi,Heichi,26,,35.072778,110.211389
cn,heichi,Heichi,31,,18.88343,109.796527
cn,heichih,Heichih,26,,35.072778,110.211389
cn,heichihkuo,Heichihkuo,29,,23.637222,105.182222
cn,heichimiao,Heichimiao,15,,34.035977,105.049524
cn,heiching,Heiching,29,,25.360833,101.744444
cn,heichong,Heichong,12,,31.8326,112.392966
cn,heichongtan,Heichongtan,15,,37.65,103.35
cn,heichuangtan,Heichuangtan,15,,37.65,103.35
cn,heichuan,Heichuan,15,,39.516667,99.616667
cn,heiciliang,Heiciliang,15,,35.549183,102.89072
cn,heicitai,Heicitai,15,,36.593514,106.46449
cn,heicun,Heicun,29,,24.382944,102.511171
cn,heidagou,Heidagou,19,,41.760379,124.320865
cn,heidangou,Heidangou,09,,33.26179,112.223213
cn,heidangzi,Heidangzi,32,,28.167152,105.799501
cn,heidao,Heidao,19,,39.716667,123.19
cn,heidashan,Heidashan,20,,42.646944,116.626667
cn,heidayingzi,Heidayingzi,10,,40.833333,116.166667
cn,heidianzi,Heidianzi,32,,31.307336,104.2454
cn,heidimiao,Heidimiao,05,,44.633333,123.733333
cn,heidimiao,Heidimiao,19,,41.945833,121.952778
cn,heidingzi,Heidingzi,05,,43.395833,125.563889
cn,heidong,Heidong,12,,29.966667,108.966667
cn,heidong,Heidong,32,,31.253569,107.35596
cn,heidongtang,Heidongtang,12,,29.363037,109.213136
cn,heidongzi,Heidongzi,26,,32.857124,106.69223
cn,heidouyu,Heidouyu,22,,40.216667,117.2
cn,heidouzhu,Heidouzhu,02,,29.992849,119.402937
cn,heiduo,Heiduo,15,,34.072262,103.866802
cn,heiduonu,Heiduonu,32,,32.016289,99.404691
cn,heierhhungteh,Heierhhungteh,20,,49.2,118.45
cn,heifeng,Heifeng,24,,37.25,112.6
cn,heifengsumu,Heifengsumu,20,,42.545278,116.529444
cn,heiga,Heiga,32,,26.805155,102.879272
cn,heigang,Heigang,08,,47.25,123.4
cn,heigao,Heigao,04,,33.023581,119.794619
cn,heigaozhuang,Heigaozhuang,04,,33.025,119.8
cn,heigeta,Heigeta,24,,39.368363,112.860936
cn,heigouba,Heigouba,26,,33.210807,106.940469
cn,heigoucun,Heigoucun,26,,34.266107,109.302785
cn,heigougang,Heigougang,19,,40.342494,123.768546
cn,heigouhe,Heigouhe,26,,34.183696,107.609109
cn,heigou,Heigou,05,,41.963056,126.270278
cn,heigou,Heigou,09,,33.130164,112.262809
cn,heigou,Heigou,15,,33.242544,105.208255
cn,heigou,Heigou,19,,41.388889,125.373611
cn,heigou,Heigou,26,,33.332684,106.632877
cn,heigouliang,Heigouliang,26,,34.606001,107.91873
cn,heigouli,Heigouli,26,,33.552749,106.435905
cn,heigoumanzuxiang,Heigoumanzuxiang,19,,40.101111,123.62
cn,heigouqiao,Heigouqiao,32,,29.33884,103.94401
cn,heigoutai,Heigoutai,19,,41.499722,123.024167
cn,heigou zhen,Heigou Zhen,19,,40.081773,123.606962
cn,heigouzi,Heigouzi,15,,33.022835,105.32756
cn,heigouzimen,Heigouzimen,15,,33.315613,105.609253
cn,heiguchong,Heiguchong,11,,26.433611,109.833611
cn,heigudui,Heigudui,04,,34.494444,117.441667
cn,heigu,Heigu,15,,34.093536,103.477452
cn,heiguogou,Heiguogou,24,,39.883723,112.122157
cn,heiguo,Heiguo,32,,33.210154,103.936924
cn,heigutang,Heigutang,29,,24.587813,103.227505
cn,heigutian,Heigutian,32,,26.838563,101.887342
cn,heihangou,Heihangou,24,,38.352222,112.005
